1/29/2010 12:00:00 AM;11:00:00;0
1/29/2010 12:00:00 AM;11:01:00;0
1/29/2010 12:00:00 AM;11:02:00;0
1/29/2010 12:00:00 AM;11:03:00;0
1/29/2010 12:00:00 AM;11:04:00;0
1/29/2010 12:00:00 AM;11:05:00;0
1/29/2010 12:00:00 AM;11:06:00;0
1/29/2010 12:00:00 AM;11:07:00;0
1/29/2010 12:00:00 AM;11:08:00;0
1/29/2010 12:00:00 AM;11:09:00;0
1/29/2010 12:00:00 AM;11:10:00;741
1/29/2010 12:00:00 AM;11:11:00;2415
1/29/2010 12:00:00 AM;11:12:00;1747
1/29/2010 12:00:00 AM;11:13:00;1870
1/29/2010 12:00:00 AM;11:14:00;1704
1/29/2010 12:00:00 AM;11:15:00;1862
1/29/2010 12:00:00 AM;11:16:00;1750
1/29/2010 12:00:00 AM;11:17:00;2091
1/29/2010 12:00:00 AM;11:18:00;1593
1/29/2010 12:00:00 AM;11:19:00;1731
1/29/2010 12:00:00 AM;11:20:00;286
1/29/2010 12:00:00 AM;11:21:00;161
1/29/2010 12:00:00 AM;11:22:00;0
1/29/2010 12:00:00 AM;11:23:00;0
1/29/2010 12:00:00 AM;11:24:00;0
1/29/2010 12:00:00 AM;11:25:00;0
1/29/2010 12:00:00 AM;11:26:00;0
1/29/2010 12:00:00 AM;11:27:00;0
1/29/2010 12:00:00 AM;11:28:00;0
1/29/2010 12:00:00 AM;11:29:00;0
1/29/2010 12:00:00 AM;11:30:00;0
1/29/2010 12:00:00 AM;11:31:00;0
1/29/2010 12:00:00 AM;11:32:00;0
1/29/2010 12:00:00 AM;11:33:00;0
1/29/2010 12:00:00 AM;11:34:00;0
1/29/2010 12:00:00 AM;11:35:00;0
1/29/2010 12:00:00 AM;11:36:00;0
1/29/2010 12:00:00 AM;11:37:00;0
1/29/2010 12:00:00 AM;11:38:00;0
1/29/2010 12:00:00 AM;11:39:00;0
1/29/2010 12:00:00 AM;11:40:00;0
1/29/2010 12:00:00 AM;11:41:00;0
1/29/2010 12:00:00 AM;11:42:00;0
1/29/2010 12:00:00 AM;11:43:00;0
1/29/2010 12:00:00 AM;11:44:00;0
1/29/2010 12:00:00 AM;11:45:00;0
1/29/2010 12:00:00 AM;11:46:00;0
1/29/2010 12:00:00 AM;11:47:00;0
1/29/2010 12:00:00 AM;11:48:00;0
1/29/2010 12:00:00 AM;11:49:00;0
1/29/2010 12:00:00 AM;11:50:00;0
1/29/2010 12:00:00 AM;11:51:00;0
1/29/2010 12:00:00 AM;11:52:00;0
1/29/2010 12:00:00 AM;11:53:00;0
1/29/2010 12:00:00 AM;11:54:00;0
1/29/2010 12:00:00 AM;11:55:00;0
1/29/2010 12:00:00 AM;11:56:00;0
1/29/2010 12:00:00 AM;11:57:00;0
1/29/2010 12:00:00 AM;11:58:00;0
1/29/2010 12:00:00 AM;11:59:00;0
1/29/2010 12:00:00 AM;12:00:00;0
1/29/2010 12:00:00 AM;12:01:00;0
1/29/2010 12:00:00 AM;12:02:00;0
1/29/2010 12:00:00 AM;12:03:00;0
1/29/2010 12:00:00 AM;12:04:00;0
1/29/2010 12:00:00 AM;12:05:00;0
1/29/2010 12:00:00 AM;12:06:00;0
1/29/2010 12:00:00 AM;12:07:00;0
1/29/2010 12:00:00 AM;12:08:00;0
1/29/2010 12:00:00 AM;12:09:00;0
1/29/2010 12:00:00 AM;12:10:00;0
1/29/2010 12:00:00 AM;12:11:00;0
1/29/2010 12:00:00 AM;12:12:00;0
1/29/2010 12:00:00 AM;12:13:00;282
1/29/2010 12:00:00 AM;12:14:00;212
1/29/2010 12:00:00 AM;12:15:00;0
1/29/2010 12:00:00 AM;12:16:00;0
1/29/2010 12:00:00 AM;12:17:00;0
1/29/2010 12:00:00 AM;12:18:00;0
1/29/2010 12:00:00 AM;12:19:00;0
1/29/2010 12:00:00 AM;12:20:00;0
1/29/2010 12:00:00 AM;12:21:00;0
1/29/2010 12:00:00 AM;12:22:00;0
